,first_name,last_name,name,age,race,ELLStatus,grade,school,subject,teacher,year,studentID
0,Amanda,Anderson,Amanda Anderson,12,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,1
1,Michael,Wallace,Michael Wallace,13,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,2
2,Donald,Hill,Donald Hill,12,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,3
3,Kenneth,Davis,Kenneth Davis,13,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,4
4,Brianna,Fisher,Brianna Fisher,12,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,5
5,Jennifer,Atkins,Jennifer Atkins,11,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,6
6,Linda,Hernandez,Linda Hernandez,11,Hispanic,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,7
7,Kevin,Hoover,Kevin Hoover,12,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,8
8,William,Stevenson,William Stevenson,13,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,9
9,Caitlin,Zamora,Caitlin Zamora,13,Hispanic,No,7,Burley Middle School,Language Arts,Maria Molina,2020,10
10,John,Lawrence,John Lawrence,12,Asian,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,11
11,Steve,Roberson,Steve Roberson,12,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,12
12,Jeremy,Curtis,Jeremy Curtis,13,Hispanic,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,13
13,Michele,Smith,Michele Smith,13,Black/African American,No,7,Burley Middle School,Language Arts,Maria Molina,2020,14
14,Krista,Baker,Krista Baker,11,Black/African American,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,15
15,Matthew,Jones,Matthew Jones,11,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,16
16,Sabrina,Garrett,Sabrina Garrett,11,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,17
17,Linda,Mahoney,Linda Mahoney,12,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,18
18,Stephen,Thornton,Stephen Thornton,13,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,19
19,Brian,Miller,Brian Miller,12,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,20
20,Michael,Knight,Michael Knight,11,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,21
21,Jason,Mack,Jason Mack,11,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,22
22,Jenna,Dorsey,Jenna Dorsey,11,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,23
23,Lisa,Holden,Lisa Holden,11,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,24
24,Martin,Moreno,Martin Moreno,13,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,25
25,Aaron,Hanson,Aaron Hanson,12,Multi-racial,No,7,Burley Middle School,Language Arts,Maria Molina,2020,26
26,Richard,Holt,Richard Holt,12,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,27
27,Patricia,Haney,Patricia Haney,12,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,28
28,Kenneth,Green,Kenneth Green,11,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,29
29,Blake,Cooper,Blake Cooper,11,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,30
30,Holly,Robles,Holly Robles,12,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,31
31,James,Mccarty,James Mccarty,12,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,32
32,Vincent,Lynch,Vincent Lynch,13,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,33
33,Katherine,Bryan,Katherine Bryan,12,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,34
34,Brian,Brady,Brian Brady,12,Multi-racial,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,35
35,Derek,Johnson,Derek Johnson,13,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,36
36,Diana,Cervantes,Diana Cervantes,13,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,37
37,Danielle,Roman,Danielle Roman,11,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,38
38,Jason,Garcia,Jason Garcia,12,White,Yes,7,Burley Middle School,Language Arts,Timothy Pugh,2020,39
39,Brandon,Jackson,Brandon Jackson,11,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,40
40,Travis,Bishop,Travis Bishop,11,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,41
41,Jeanette,Hartman,Jeanette Hartman,11,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,42
42,Zachary,Clements,Zachary Clements,13,Hispanic,No,7,Burley Middle School,Language Arts,Maria Molina,2020,43
43,Rhonda,Fitzgerald,Rhonda Fitzgerald,11,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,44
44,Timothy,Orozco,Timothy Orozco,13,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,45
45,Deborah,Simmons,Deborah Simmons,13,Hispanic,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,46
46,Jon,Morrison,Jon Morrison,11,Hispanic,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,47
47,Angelica,Williams,Angelica Williams,11,Hispanic,Yes,7,Burley Middle School,Language Arts,Maria Molina,2020,48
48,Jeffrey,Warner,Jeffrey Warner,11,Hispanic,No,7,Burley Middle School,Language Arts,Maria Molina,2020,49
49,Danielle,Schmidt,Danielle Schmidt,13,Asian,No,7,Burley Middle School,Language Arts,Maria Molina,2020,50
50,Christopher,Reed,Christopher Reed,12,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,51
51,Steven,Walker,Steven Walker,11,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,52
52,Frances,Carey,Frances Carey,13,Black/African American,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,53
53,Jacob,Williams,Jacob Williams,11,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,54
54,Javier,Watkins,Javier Watkins,12,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,55
55,Cody,Adkins,Cody Adkins,11,Multi-racial,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,56
56,John,Brown,John Brown,13,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,57
57,Sally,Randolph,Sally Randolph,11,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,58
58,Angela,Williamson,Angela Williamson,13,White,Yes,7,Burley Middle School,Language Arts,Rachel Cohen,2020,59
59,Amy,Juarez,Amy Juarez,12,Hispanic,Yes,7,Burley Middle School,Language Arts,Maria Molina,2020,60
60,Jeffrey,Hunter,Jeffrey Hunter,12,Hispanic,Yes,7,Burley Middle School,Language Arts,Rachel Cohen,2020,61
61,Valerie,Hill,Valerie Hill,11,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,62
62,Nicole,Moody,Nicole Moody,13,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,63
63,Christina,Stone,Christina Stone,11,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,64
64,Noah,Roberts,Noah Roberts,13,Black/African American,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,65
65,Kristina,Vasquez,Kristina Vasquez,12,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,66
66,Christina,Wright,Christina Wright,11,Hispanic,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,67
67,Mary,Leonard,Mary Leonard,11,White,Yes,7,Burley Middle School,Language Arts,Rachel Cohen,2020,68
68,Marc,Fischer,Marc Fischer,13,White,Yes,7,Burley Middle School,Language Arts,Rachel Cohen,2020,69
69,Thomas,Allen,Thomas Allen,13,White,Yes,7,Burley Middle School,Language Arts,Rachel Cohen,2020,70
70,Jeanette,Schultz,Jeanette Schultz,11,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,71
71,William,Mejia,William Mejia,13,Black/African American,No,7,Burley Middle School,Language Arts,Maria Molina,2020,72
72,Sarah,Palmer,Sarah Palmer,11,Hispanic,Yes,7,Burley Middle School,Language Arts,Rachel Cohen,2020,73
73,James,Rush,James Rush,13,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,74
74,Nicholas,Byrd,Nicholas Byrd,11,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,75
75,Christina,Graham,Christina Graham,13,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,76
76,Veronica,Mitchell,Veronica Mitchell,13,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,77
77,Michelle,Villa,Michelle Villa,11,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,78
78,Danny,Roberson,Danny Roberson,11,Black/African American,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,79
79,Joseph,Marsh,Joseph Marsh,11,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,80
80,Marcus,Espinoza,Marcus Espinoza,12,White,Yes,7,Burley Middle School,Language Arts,Timothy Pugh,2020,81
81,Stacey,Walker,Stacey Walker,11,Multi-racial,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,82
82,James,Holmes,James Holmes,12,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,83
83,Kristen,Cortez,Kristen Cortez,13,Black/African American,No,7,Burley Middle School,Language Arts,Maria Molina,2020,84
84,Vanessa,Davis,Vanessa Davis,12,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,85
85,Charlotte,Keller,Charlotte Keller,11,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,86
86,Paul,Brown,Paul Brown,11,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,87
87,Darlene,Robertson,Darlene Robertson,13,Multi-racial,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,88
88,Bobby,Webb,Bobby Webb,11,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,89
89,Rick,Wood,Rick Wood,13,Hispanic,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,90
90,Melvin,Leach,Melvin Leach,13,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,91
91,Richard,Pacheco,Richard Pacheco,12,Black/African American,Yes,7,Burley Middle School,Language Arts,Rachel Cohen,2020,92
92,Faith,Wheeler,Faith Wheeler,11,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,93
93,Samantha,Hardin,Samantha Hardin,13,White,No,7,Burley Middle School,Language Arts,Maria Molina,2020,94
94,Kenneth,Taylor,Kenneth Taylor,11,White,Yes,7,Burley Middle School,Language Arts,Rachel Cohen,2020,95
95,Marie,Perez,Marie Perez,13,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,96
96,Mark,Robbins,Mark Robbins,12,Hispanic,Yes,7,Burley Middle School,Language Arts,Timothy Pugh,2020,97
97,Keith,Orr,Keith Orr,11,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,98
98,Deanna,Ross,Deanna Ross,12,White,No,7,Burley Middle School,Language Arts,Rachel Cohen,2020,99
99,Robert,Curry,Robert Curry,11,White,No,7,Burley Middle School,Language Arts,Timothy Pugh,2020,100
0,Blake,Schwartz,Blake Schwartz,13,White,No,7,Burley Middle School,Social Studies,Frank Barker,2020,101
1,Tabitha,Lamb,Tabitha Lamb,13,Hispanic,No,7,Burley Middle School,Social Studies,Rachel Lopez,2020,102
2,Dorothy,Garcia,Dorothy Garcia,12,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,103
3,Jacqueline,Graham,Jacqueline Graham,13,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,104
4,Jeffrey,Randolph,Jeffrey Randolph,13,Asian,Yes,7,Burley Middle School,Social Studies,Melissa Molina,2020,105
5,Garrett,Lee,Garrett Lee,13,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,106
6,Dawn,Cox,Dawn Cox,12,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2020,107
7,Peter,Armstrong,Peter Armstrong,11,Black/African American,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,108
8,George,Erickson,George Erickson,12,White,No,7,Burley Middle School,Social Studies,Frank Barker,2020,109
9,Kenneth,Thomas,Kenneth Thomas,12,White,No,7,Burley Middle School,Social Studies,Frank Barker,2020,110
10,Stephanie,Hughes,Stephanie Hughes,11,Hispanic,No,7,Burley Middle School,Social Studies,Frank Barker,2020,111
11,Sharon,Russell,Sharon Russell,13,White,Yes,7,Burley Middle School,Social Studies,Rachel Lopez,2020,112
12,Stephen,Lowe,Stephen Lowe,11,Black/African American,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,113
13,Jonathan,Wilkerson,Jonathan Wilkerson,12,White,Yes,7,Burley Middle School,Social Studies,Melissa Molina,2020,114
14,Sandra,Lee,Sandra Lee,12,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2020,115
15,Katrina,Johnson,Katrina Johnson,11,Black/African American,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,116
16,Lisa,Tran,Lisa Tran,11,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2020,117
17,Carol,Kennedy,Carol Kennedy,13,Black/African American,No,7,Burley Middle School,Social Studies,Rachel Lopez,2020,118
18,Mark,Sloan,Mark Sloan,13,White,No,7,Burley Middle School,Social Studies,Frank Barker,2020,119
19,Yolanda,Lowe,Yolanda Lowe,12,White,No,7,Burley Middle School,Social Studies,Frank Barker,2020,120
20,Trevor,Taylor,Trevor Taylor,12,Multi-racial,No,7,Burley Middle School,Social Studies,Rachel Lopez,2020,121
21,April,Black,April Black,13,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2020,122
22,Cynthia,Mcbride,Cynthia Mcbride,11,White,No,7,Burley Middle School,Social Studies,Frank Barker,2020,123
23,Tammy,Adams,Tammy Adams,11,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2020,124
24,Nicolas,Morales,Nicolas Morales,13,Hispanic,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,125
25,Shannon,Lopez,Shannon Lopez,13,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,126
26,Christina,Smith,Christina Smith,12,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,127
27,Tiffany,Ruiz,Tiffany Ruiz,13,Black/African American,No,7,Burley Middle School,Social Studies,Frank Barker,2020,128
28,Jason,Johnson,Jason Johnson,12,Hispanic,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,129
29,Stefanie,Smith,Stefanie Smith,11,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2020,130
30,Joshua,Washington,Joshua Washington,12,Multi-racial,No,7,Burley Middle School,Social Studies,Frank Barker,2020,131
31,Shelby,Gentry,Shelby Gentry,12,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,132
32,Courtney,Williamson,Courtney Williamson,11,Multi-racial,No,7,Burley Middle School,Social Studies,Melissa Molina,2020,133
33,Michael,Lopez,Michael Lopez,11,White,Yes,7,Burley Middle School,Social Studies,Frank Barker,2020,134
34,Brooke,Rivers,Brooke Rivers,12,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2020,135
