,first_name,last_name,name,age,race,ELLStatus,grade,school,subject,teacher,year,studentID
0,Thomas,Collier,Thomas Collier,13,White,Yes,8,Burley Middle School,Language Arts,Leonard Patel,2019,5001
1,Joshua,Berry,Joshua Berry,13,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5002
2,Russell,Silva,Russell Silva,14,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5003
3,Daniel,Huffman,Daniel Huffman,13,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5004
4,Kurt,Boyle,Kurt Boyle,12,Asian,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5005
5,James,Hansen,James Hansen,12,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5006
6,Michael,Hanson,Michael Hanson,12,Multi-racial,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5007
7,James,Hall,James Hall,14,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5008
8,Erin,Nichols,Erin Nichols,13,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5009
9,Kelli,Gonzales,Kelli Gonzales,12,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5010
10,Katie,Garcia,Katie Garcia,13,Asian,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5011
11,Philip,Washington,Philip Washington,14,Hispanic,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5012
12,Jamie,Patterson,Jamie Patterson,14,Black/African American,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5013
13,Eric,Meyer,Eric Meyer,14,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5014
14,Kara,Shaffer,Kara Shaffer,12,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5015
15,Robert,Peterson,Robert Peterson,13,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5016
16,Tina,Holt,Tina Holt,12,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5017
17,Kaitlin,Christensen,Kaitlin Christensen,12,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5018
18,Tiffany,Wiley,Tiffany Wiley,14,Black/African American,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5019
19,Tammy,Dixon,Tammy Dixon,13,Hispanic,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5020
20,Karen,Jackson,Karen Jackson,13,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5021
21,Stephen,Page,Stephen Page,13,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5022
22,Leslie,Henry,Leslie Henry,12,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5023
23,Courtney,James,Courtney James,14,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5024
24,Catherine,Henderson,Catherine Henderson,14,Asian,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5025
25,Ryan,Rosales,Ryan Rosales,13,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5026
26,Shelby,Kemp,Shelby Kemp,12,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5027
27,Albert,Stevenson,Albert Stevenson,14,White,Yes,8,Burley Middle School,Language Arts,Leonard Patel,2019,5028
28,David,Wells,David Wells,12,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5029
29,Michael,King,Michael King,13,Multi-racial,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5030
30,Terry,Chandler,Terry Chandler,14,Multi-racial,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5031
31,Justin,Barrett,Justin Barrett,13,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5032
32,Andrew,Luna,Andrew Luna,12,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5033
33,Dawn,Long,Dawn Long,14,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5034
34,Randy,Powell,Randy Powell,14,White,Yes,8,Burley Middle School,Language Arts,Mario Harris,2019,5035
35,Ellen,Johnson,Ellen Johnson,13,White,Yes,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5036
36,Adrienne,Simpson,Adrienne Simpson,13,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5037
37,Elizabeth,Smith,Elizabeth Smith,12,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5038
38,Anthony,Buck,Anthony Buck,14,Hispanic,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5039
39,John,Romero,John Romero,14,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5040
40,Curtis,Reilly,Curtis Reilly,12,Asian,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5041
41,Robert,Rodriguez,Robert Rodriguez,13,White,Yes,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5042
42,Kaitlin,Johnson,Kaitlin Johnson,12,Hispanic,Yes,8,Burley Middle School,Language Arts,Leonard Patel,2019,5043
43,James,Green,James Green,13,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5044
44,Christopher,Burke,Christopher Burke,12,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5045
45,Scott,Gonzalez,Scott Gonzalez,12,Black/African American,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5046
46,Christian,Chandler,Christian Chandler,12,Multi-racial,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5047
47,Brooke,Montoya,Brooke Montoya,14,Asian,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5048
48,Ashlee,Lucero,Ashlee Lucero,12,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5049
49,Eric,Price,Eric Price,13,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5050
50,Julia,West,Julia West,12,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5051
51,Nathan,Higgins,Nathan Higgins,14,Black/African American,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5052
52,Timothy,Price,Timothy Price,14,Multi-racial,Yes,8,Burley Middle School,Language Arts,Mario Harris,2019,5053
53,Jeffrey,Black,Jeffrey Black,13,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5054
54,Sharon,Palmer,Sharon Palmer,14,Black/African American,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5055
55,Kevin,Peterson,Kevin Peterson,12,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5056
56,Jessica,Hart,Jessica Hart,14,White,Yes,8,Burley Middle School,Language Arts,Mario Harris,2019,5057
57,Lisa,Robles,Lisa Robles,14,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5058
58,Glenn,Cuevas,Glenn Cuevas,13,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5059
59,Brent,Keller,Brent Keller,14,Hispanic,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5060
60,John,Armstrong,John Armstrong,13,Multi-racial,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5061
61,Ashley,Ali,Ashley Ali,14,White,Yes,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5062
62,Brandi,Fisher,Brandi Fisher,13,Hispanic,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5063
63,Jose,Hopkins,Jose Hopkins,12,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5064
64,Andrea,Martinez,Andrea Martinez,14,Hispanic,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5065
65,Jesse,Flores,Jesse Flores,12,Hispanic,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5066
66,Courtney,Russell,Courtney Russell,12,Hispanic,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5067
67,Sean,Dorsey,Sean Dorsey,12,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5068
68,Christine,Roy,Christine Roy,13,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5069
69,Joseph,Scott,Joseph Scott,14,Black/African American,Yes,8,Burley Middle School,Language Arts,Mario Harris,2019,5070
70,Matthew,Mueller,Matthew Mueller,13,Black/African American,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5071
71,Yvonne,Gutierrez,Yvonne Gutierrez,14,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5072
72,Shawn,Gonzalez,Shawn Gonzalez,13,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5073
73,Sabrina,Rivera,Sabrina Rivera,14,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5074
74,Robert,Morales,Robert Morales,12,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5075
75,William,Bell,William Bell,13,Black/African American,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5076
76,Jon,Montgomery,Jon Montgomery,14,Black/African American,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5077
77,Donna,Walsh,Donna Walsh,13,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5078
78,Nancy,Williams,Nancy Williams,14,Black/African American,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5079
79,Kevin,Harris,Kevin Harris,13,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5080
80,Kelsey,Roth,Kelsey Roth,14,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5081
81,Katherine,Strickland,Katherine Strickland,13,White,Yes,8,Burley Middle School,Language Arts,Leonard Patel,2019,5082
82,John,Lopez,John Lopez,13,Hispanic,Yes,8,Burley Middle School,Language Arts,Leonard Patel,2019,5083
83,Benjamin,Oneill,Benjamin Oneill,12,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5084
84,Joseph,Villanueva,Joseph Villanueva,12,Hispanic,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5085
85,Stephanie,Hernandez,Stephanie Hernandez,13,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5086
86,Crystal,Coleman,Crystal Coleman,12,Multi-racial,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5087
87,Catherine,Watson,Catherine Watson,14,Asian,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5088
88,Patricia,Davidson,Patricia Davidson,12,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5089
89,Melvin,Price,Melvin Price,12,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5090
90,Victoria,Rodriguez,Victoria Rodriguez,13,White,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5091
91,Theresa,Powers,Theresa Powers,13,Black/African American,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5092
92,James,Robinson,James Robinson,14,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5093
93,Nancy,Floyd,Nancy Floyd,13,Black/African American,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5094
94,Jennifer,Spears,Jennifer Spears,13,Black/African American,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5095
95,Joanna,Hudson,Joanna Hudson,12,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5096
96,Norma,Wright,Norma Wright,13,White,No,8,Burley Middle School,Language Arts,Emily Sanchez,2019,5097
97,Erin,Rose,Erin Rose,12,White,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5098
98,Fernando,Guzman,Fernando Guzman,14,Hispanic,No,8,Burley Middle School,Language Arts,Leonard Patel,2019,5099
99,Rhonda,Juarez,Rhonda Juarez,14,Black/African American,No,8,Burley Middle School,Language Arts,Mario Harris,2019,5100
0,Cindy,Martin,Cindy Martin,14,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5101
1,Natasha,Thomas,Natasha Thomas,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5102
2,Gregory,Scott,Gregory Scott,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5103
3,Anthony,Brady,Anthony Brady,13,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5104
4,Zachary,Garcia,Zachary Garcia,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5105
5,Robert,Reed,Robert Reed,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5106
6,Nicholas,Newman,Nicholas Newman,12,Hispanic,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5107
7,Katherine,Nelson,Katherine Nelson,12,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5108
8,Tristan,Sanders,Tristan Sanders,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5109
9,Joseph,Callahan,Joseph Callahan,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5110
10,Toni,Smith,Toni Smith,14,White,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5111
11,Michelle,Andrews,Michelle Andrews,12,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5112
12,Mike,Ortega,Mike Ortega,13,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5113
13,Larry,Mcdonald,Larry Mcdonald,13,Hispanic,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5114
14,Scott,Randall,Scott Randall,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5115
15,Sara,Huber,Sara Huber,13,Hispanic,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5116
16,Julie,Jensen,Julie Jensen,13,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5117
17,Christina,Bowman,Christina Bowman,14,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5118
18,Anthony,White,Anthony White,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5119
19,Heather,Anthony,Heather Anthony,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5120
20,Patrick,Greer,Patrick Greer,14,Hispanic,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5121
21,Stacy,Benton,Stacy Benton,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5122
22,Jessica,Ortiz,Jessica Ortiz,13,Black/African American,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5123
23,Cristian,Thompson,Cristian Thompson,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5124
24,John,Robinson,John Robinson,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5125
25,Alexandra,Hopkins,Alexandra Hopkins,12,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5126
26,Rebecca,Smith,Rebecca Smith,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5127
27,Ashley,Gaines,Ashley Gaines,14,Multi-racial,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5128
28,Melissa,Alexander,Melissa Alexander,13,Black/African American,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5129
29,Jeffrey,Dean,Jeffrey Dean,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5130
30,Abigail,Ford,Abigail Ford,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5131
31,Toni,Arnold,Toni Arnold,12,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5132
32,Alexander,Mullins,Alexander Mullins,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5133
33,Jacqueline,Mitchell,Jacqueline Mitchell,12,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5134
34,John,Leonard,John Leonard,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5135
35,Kimberly,Miller,Kimberly Miller,13,Asian,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5136
36,Kevin,Vincent,Kevin Vincent,13,White,Yes,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5137
37,Karen,Gibbs,Karen Gibbs,13,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5138
38,Wendy,Miller,Wendy Miller,12,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5139
39,John,Richards,John Richards,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5140
40,Tina,Fernandez,Tina Fernandez,12,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5141
41,Benjamin,Owens,Benjamin Owens,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5142
42,Laura,Lozano,Laura Lozano,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5143
43,Savannah,Wagner,Savannah Wagner,12,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5144
44,Heidi,Edwards,Heidi Edwards,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5145
45,Joshua,Gray,Joshua Gray,13,Hispanic,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5146
46,Anthony,Nguyen,Anthony Nguyen,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5147
47,Kristin,Yu,Kristin Yu,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5148
48,Kyle,Clarke,Kyle Clarke,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5149
49,Thomas,Phillips,Thomas Phillips,13,Black/African American,Yes,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5150
50,Cassandra,Hughes,Cassandra Hughes,12,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5151
51,Amanda,Daniels,Amanda Daniels,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5152
52,Michelle,Carey,Michelle Carey,14,White,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5153
